TARGET_AMT,TARGET_FLAG
3979.96525421866,1
0,0
0,0
3819.0037071432484,1
0,0
0,0
3988.5744414348424,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3989.411847027938,1
0,0
0,0
0,0
3594.8616921316657,1
0,0
0,0
0,0
3957.778096178835,1
0,0
0,0
0,0
3910.7049896653734,1
0,0
0,0
0,0
0,0
0,0
0,0
3776.492997004013,1
0,0
0,0
0,0
0,0
0,0
4174.6672603041225,1
0,0
0,0
3823.8009350439697,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3333.655940380118,1
0,0
0,0
0,0
0,0
4206.992080185071,1
0,0
0,0
0,0
0,0
0,0
4193.854716137109,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3468.953699985615,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3922.2266544242275,1
4223.099770976614,1
0,0
3169.9897237924733,1
3764.05487147749,1
0,0
0,0
0,0
3677.2986911215535,1
0,0
0,0
3155.2796403127286,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4131.384500894042,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3947.588938988405,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3928.5913016265285,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4172.636538458721,1
3843.0904115535095,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4262.613867918619,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4171.69346415027,1
4197.5231731055355,1
0,0
0,0
0,0
0,0
4355.291816269436,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4075.2177022502815,1
0,0
0,0
0,0
0,0
3752.4820368883998,1
0,0
0,0
0,0
0,0
4481.129675605878,1
3609.4437803958112,1
0,0
0,0
0,0
0,0
0,0
0,0
3317.304991746466,1
3928.678467730959,1
0,0
0,0
0,0
3980.2877378882185,1
0,0
0,0
0,0
0,0
0,0
0,0
4062.457656224142,1
0,0
3770.28441599702,1
0,0
0,0
0,0
4599.843478420885,1
0,0
4133.048193086349,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4316.21185230157,1
4025.8903019153895,1
0,0
3849.0657964650613,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3867.218339766736,1
0,0
0,0
0,0
0,0
4362.359266164743,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3925.7605107117565,1
0,0
4005.9266592961576,1
0,0
4089.890252222006,1
4140.903421659006,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3577.802343025655,1
0,0
0,0
0,0
0,0
4060.918591948162,1
0,0
3940.5842019602196,1
0,0
0,0
3385.705135141591,1
3331.104435949769,1
0,0
3925.7494142630226,1
0,0
0,0
0,0
4056.7918361754496,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3881.47876069236,1
0,0
4502.067711641608,1
0,0
0,0
0,0
0,0
0,0
0,0
4465.001477521553,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4154.454987162369,1
0,0
0,0
0,0
0,0
0,0
0,0
3803.8144175806056,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3805.607093172856,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2605.305771119959,1
3314.6375396417734,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3744.639536008011,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3909.5984979375044,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3280.184505716348,1
4055.6990991361317,1
4105.438533248884,1
0,0
0,0
4102.541896246765,1
0,0
0,0
3821.2422381015504,1
0,0
4653.062813826166,1
0,0
3814.844250403596,1
0,0
0,0
0,0
4373.0405197195,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4223.525179658234,1
4666.391868732049,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3663.654938050976,1
3979.7130591052533,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4069.8900391787333,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3717.653662258685,1
0,0
0,0
0,0
0,0
0,0
0,0
3547.7941694911983,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4117.665699300799,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3930.533322671576,1
0,0
3925.4797313554236,1
4292.347642156862,1
0,0
0,0
0,0
0,0
3962.4664022317293,1
0,0
0,0
0,0
3571.5694760501287,1
0,0
0,0
3865.2753184875505,1
0,0
0,0
0,0
0,0
3514.622532652528,1
0,0
0,0
0,0
0,0
0,0
0,0
4101.65470750162,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4378.319535550755,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4715.315934840485,1
0,0
0,0
0,0
0,0
0,0
3896.936039703265,1
3681.921998993396,1
4063.670468201256,1
0,0
0,0
0,0
0,0
0,0
4654.626774931395,1
0,0
0,0
4098.285504641922,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4039.471670172902,1
0,0
0,0
4115.63221971478,1
0,0
0,0
0,0
3744.9581604720506,1
0,0
0,0
0,0
0,0
4776.295378470149,1
0,0
3348.3074955563134,1
0,0
3771.569272324638,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3797.835710489146,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3873.4207676278647,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3380.4991245418655,1
3765.69534089384,1
2907.7097572723283,1
3925.2065559328075,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4290.329517146649,1
0,0
0,0
0,0
0,0
0,0
3575.7138301396526,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3383.153327937858,1
0,0
0,0
0,0
0,0
0,0
0,0
3865.913263168011,1
3949.290381052235,1
3647.202906511263,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2971.8947434477836,1
0,0
0,0
0,0
3457.314962829998,1
0,0
3661.71252533955,1
4238.359022283176,1
3449.768732999958,1
0,0
0,0
0,0
0,0
0,0
3925.300873415327,1
4141.512287618641,1
0,0
2786.7222407397844,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3907.257623863184,1
0,0
0,0
0,0
0,0
0,0
0,0
4611.505264050359,1
4267.463527234377,1
0,0
0,0
3453.0268573271583,1
4115.661194234914,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2900.8796559861353,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4250.564941774265,1
0,0
0,0
0,0
0,0
0,0
0,0
3923.581530723099,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4774.343934267523,1
0,0
0,0
0,0
0,0
0,0
3854.550072031692,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3651.595561645221,1
0,0
0,0
0,0
0,0
0,0
0,0
3679.851027653437,1
0,0
0,0
3916.6989712078816,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3380.0169965818595,1
0,0
0,0
3496.9140277842835,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3600.6556988521047,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3514.2668460576474,1
0,0
0,0
3552.2502555439364,1
0,0
0,0
4926.588166139144,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4622.26211855449,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4876.966330767383,1
0,0
0,0
0,0
4256.384390459871,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4359.474446610649,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3730.973641763219,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4393.74815603189,1
0,0
4317.155646001184,1
0,0
0,0
0,0
4230.768643514559,1
0,0
0,0
0,0
3779.5128031869913,1
0,0
0,0
0,0
4434.916821261307,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4910.977720088708,1
4113.20086413693,1
0,0
4031.9609989124465,1
0,0
0,0
3853.4949206843253,1
0,0
0,0
0,0
0,0
0,0
0,0
4008.830833399313,1
0,0
3769.4797355753667,1
3108.978812112311,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3463.150075434415,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4135.044400786273,1
0,0
0,0
0,0
0,0
3510.1377420765066,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3915.564390855389,1
4255.5217430254315,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3816.7764707888805,1
3735.0042451502136,1
0,0
3330.9248884937456,1
0,0
0,0
0,0
0,0
4217.932537665879,1
3870.026979548567,1
0,0
0,0
3832.8663937929987,1
0,0
0,0
0,0
0,0
0,0
0,0
3842.4447435904844,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4065.821052252089,1
3850.2539935190975,1
0,0
0,0
4171.715125963184,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3889.783258018163,1
0,0
0,0
0,0
3741.207374182327,1
4865.130134736064,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4153.653311327343,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3777.8143667838312,1
0,0
0,0
0,0
0,0
0,0
2870.8251590275468,1
0,0
0,0
0,0
0,0
0,0
4125.926705716605,1
0,0
0,0
3469.9118847756176,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4453.303512842374,1
0,0
0,0
4135.357988333809,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4038.572251528312,1
4322.251980793658,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4460.275465297162,1
4103.527642517055,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3887.160285662642,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4660.845636643273,1
0,0
0,0
0,0
0,0
0,0
3668.5526373759253,1
0,0
0,0
3829.1524669469036,1
0,0
3868.4032332856536,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4213.84763222524,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4061.757884225714,1
0,0
0,0
0,0
0,0
4618.232639746228,1
0,0
0,0
0,0
4022.75697957234,1
3869.0998097172987,1
0,0
0,0
0,0
0,0
0,0
0,0
4390.660201302728,1
0,0
0,0
3766.0489154549455,1
0,0
5171.497347813322,1
0,0
0,0
0,0
0,0
0,0
0,0
3809.3745080598005,1
0,0
4212.013413717468,1
0,0
0,0
0,0
0,0
3883.588736170775,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4924.494577292583,1
0,0
0,0
3923.236204842948,1
0,0
0,0
0,0
0,0
4608.035928624401,1
0,0
0,0
0,0
0,0
0,0
3431.587785371035,1
0,0
0,0
3318.211749144029,1
4271.493200540357,1
0,0
3789.5563767160165,1
0,0
4468.397806028429,1
0,0
4148.011975290666,1
0,0
4452.073624399136,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3437.020744731539,1
3981.574319905297,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2788.2135429232158,1
0,0
0,0
3977.328100602591,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3975.8932046125406,1
0,0
3884.151131313741,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4160.157679121387,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3854.4097294333415,1
0,0
0,0
0,0
3953.261733045314,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3817.6762727992423,1
0,0
0,0
0,0
3731.645736839176,1
0,0
0,0
3766.0654288799515,1
0,0
0,0
0,0
0,0
4063.988595307084,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4479.155693006056,1
0,0
0,0
3507.0886672822594,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3694.6796203615677,1
4501.030121271503,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4499.769754672689,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4510.319914805139,1
0,0
3953.104835740221,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4217.820105800426,1
0,0
0,0
0,0
0,0
0,0
0,0
3762.019959753751,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4235.215822216444,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2956.28823655881,1
0,0
2784.8667917595326,1
0,0
0,0
0,0
3918.245436321354,1
0,0
0,0
3507.4331213053542,1
0,0
0,0
0,0
0,0
5012.408712623132,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3748.2587707713415,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3817.9703951772585,1
0,0
3302.1316569934324,1
3754.3615842276754,1
4090.180426650512,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3533.8574587096473,1
0,0
3898.9255609602383,1
0,0
3748.8363791273405,1
0,0
0,0
3722.409361483073,1
0,0
0,0
3312.0919807271553,1
0,0
0,0
4001.475891720018,1
0,0
4132.1853777863835,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3841.9587403492887,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4101.76388316414,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3563.838667238773,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3756.7094076077206,1
0,0
0,0
0,0
0,0
4322.856092093555,1
0,0
0,0
0,0
0,0
0,0
0,0
3826.910688586578,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3858.5187998760607,1
0,0
3620.9748894274185,1
0,0
0,0
0,0
0,0
4485.641620172513,1
0,0
0,0
0,0
0,0
0,0
3733.7805576469773,1
0,0
3597.7038991557583,1
0,0
0,0
0,0
3830.040922711303,1
0,0
0,0
0,0
4218.63321567891,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3797.865244856188,1
0,0
0,0
0,0
3948.839658391749,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
